Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,orgN mg/L N,pH,peak_flow mgd,temperature degC,urea* mg/L N
2000-01-02,,1,,,,,2.6,,,,,,,4.4,2000,2.768,,6.8,,18.2,
2000-01-03,,1,,,,,2.6,,,,,,,3.7,2000,2.931,,7,,17.4,
2000-01-04,,1,,,,,2.6,,,,,,,3.5,2000,2.694,,7.1,,16.7,
2000-01-05,,1,,,,,2.6,,,,,,,,2000,2.713,,7,,12.1,
2000-01-06,,1,,,,,2.6,,,,,,,,2000,2.7,,6.8,,14,
2000-01-07,,1,,,,,2.6,,,,,,,,2000,2.892,,7,,17.7,
2000-01-08,,1,,,,,2.6,,,,,,,,2000,2.629,,6.8,,16.7,
2000-01-09,,1,,,,,2.6,,,,,,,4.2,2000,2.574,,6.8,,16.7,
2000-01-10,,1,0.32,,21,,2.6,,,,,,,5,2000,3.066,,6.9,,17,
2000-01-11,,1,,,,,2.6,,,,,,,2.3,2000,3.805,,7,,17.5,
2000-01-12,,1,,,,,2.6,,,,,,,,2000,1.78,,6.8,,17.5,
2000-01-13,,1,,,,,2.6,,,,,,,,2000,3.582,,7,,16,
2000-01-14,,1,,,,,2.6,,,,,,,,2000,1.274,,6.9,,16.8,
2000-01-15,,1,,,,,2.6,,,,,,,,2000,4.016,,6.8,,16.9,
2000-01-16,,1,,,,,2.6,,,,,,,6,2000,3.297,,6.8,,19.1,
2000-01-17,,1,,,,,2.6,,,,,,,4.7,2000,3.705,,6.7,,18.4,
2000-01-18,,1,0.35,,13,,2.6,,,,,,,7.6,2000,2.373,,6.7,,19.3,
2000-01-19,,1,,,,,2.6,,,,,,,,2000,4.142,,7,,18.4,
2000-01-20,,1,,,,,2.6,,,,,,,,2000,5.424,,6.9,,17.9,
2000-01-21,,1,,,,,2.6,,,,,,,,2000,5.437,,7,,17.1,
2000-01-22,,1,,,,,2.6,,,,,,,,2000,4.316,,6.6,,14.6,
2000-01-23,,1,,,,,2.6,,,,,,,7.8,2000,5.935,,6.6,,16.2,
2000-01-24,,1,0.46,,11,,2.6,,,,,,,8.3,2000,5.785,,6.7,,18,
2000-01-25,,1,,,,,2.6,,,,,,,7.5,2000,7.743,,6.6,,16.7,
2000-01-26,,1,,,,,2.6,,,,,,,,2000,6.695,,6.6,,15.9,
2000-01-27,,1,,,,,2.6,,,,,,,,2000,5.604,,6.5,,17.4,
2000-01-28,,1,,,,,2.6,,,,,,,,2000,4.635,,6.7,,16.1,
2000-01-29,,1,,,,,2.6,,,,,,,,2000,4.457,,6.7,,16.4,
2000-01-30,,1,,,,,2.6,,,,,,,4.4,2000,5.318,,6.7,,17.3,
2000-01-31,,1,0.35,,14,,2.6,,,,,,,4.4,2000,5.111,,6.6,,15.6,
2000-02-01,,2,,,,,2.6,,,,,,,6,2000,5.01,,6.5,,15.8,
2000-02-02,,2,,,,,2.6,,,,,,,,2000,3.937,,6.6,,17,
2000-02-03,,2,,,,,2.6,,,,,,,,2000,4.504,,6.7,,17.2,
2000-02-04,,2,,,,,2.6,,,,,,,,2000,4.016,,6.7,,17.1,
2000-02-05,,2,,,,,2.6,,,,,,,,2000,4.991,,6.7,,17.9,
2000-02-06,,2,,,,,2.6,,,,,,,11,2000,4.953,,6.6,,17.8,
2000-02-07,,2,0.26,,16,7.9,2.6,,,,,,,9,2000,4.213,0.46,6.6,,18.6,
2000-02-08,,2,,,,,2.6,,,,,,,4,2000,4.132,,6.9,,17.3,
2000-02-09,,2,,,,,2.6,,,,,,,,2000,3.206,,6.8,,17.9,
2000-02-10,,2,,,,,2.6,,,,,,,,2000,5.597,,6.9,,18.3,
2000-02-11,,2,,,,,2.6,,,,,,,,2000,7.1,,6.7,,18.3,
2000-02-12,,2,,,,,2.6,,,,,,,,2000,7.774,,6.7,,17.4,
2000-02-13,,2,,,,,2.6,,,,,,,,2000,9.692,,6.6,,14.1,
2000-02-14,,2,0.32,,10,,2.6,,,,,,,7,2000,10.789,,6.8,,16,
2000-02-15,,2,0.22,,6.1,,2.6,,,,,,,17,2000,11.804,,6.8,,15.8,
2000-02-16,,2,0.2,,6.9,,2.6,,,,,,,12,2000,11.43,,6.8,,15.9,
2000-02-17,,2,,,,,2.6,,,,,,,,2000,11.185,,6.8,,16.8,
2000-02-18,,2,,,,,2.6,,,,,,,,2000,10.667,,6.8,,16.8,
2000-02-19,,2,,,,,2.6,,,,,,,,2000,10.883,,6.7,,16,
2000-02-20,,2,,,,,2.6,,,,,,,,2000,10.422,,6.7,,16.2,
2000-02-21,,2,,,,,2.6,,,,,,,,2000,9.973,,6.6,,16.5,
2000-02-22,,2,0.27,,8.5,,2.6,,,,,,,5,2000,8.108,,6.6,,17.5,
2000-02-23,,2,,,,,2.6,,,,,,,1,2000,9.345,,6.6,,16.1,
2000-02-24,,2,,,,,2.6,,,,,,,1,2000,9.25,,6.8,,16.9,
2000-02-25,,2,,,,,2.6,,,,,,,,2000,8.536,,6.7,,16.5,
2000-02-26,,2,,,,,2.6,,,,,,,,2000,8.847,,6.7,,17,
2000-02-27,,2,0.27,,8.5,,2.6,,,,,,,3,2000,8.627,,6.7,,17.1,
2000-02-28,,2,0.26,,7.4,,2.6,,,,,,,2,2000,9.086,,6.7,,16.8,
2000-02-29,,2,0.33,,8.4,,2.6,,,,,,,5,2000,8.728,,6.8,,16.3,
2000-03-01,,3,,,,,2.6,,,,,,,,2000,8.783,,6.63,,16.8,
2000-03-02,,3,,,,,2.6,,,,,,,,2000,8.494,,6.66,,15.8,
2000-03-03,,3,,,,,2.6,,,,,,,,2000,8.646,,6.79,,17.1,
2000-03-04,,3,,,,,2.6,,,,,,,,2000,8.258,,6.7,,16.9,
2000-03-05,,3,,,,,2.6,,,,,,,,2000,8.543,,6.73,,16.9,
2000-03-06,,3,0.36,,6.3,5.2,2.6,,,,,,,5,2000,6.791,0.2,6.88,,16.9,
2000-03-07,,3,,,,,2.6,,,,,,,4.8,2000,7.572,,6.72,,16.1,
2000-03-08,,3,,,,,2.6,,,,,,,3.4,2000,8.326,,6.71,,16.5,
2000-03-09,,3,,,,,2.6,,,,,,,,2000,8.339,,6.83,,16.1,
2000-03-10,,3,,,,,2.6,,,,,,,,2000,8.441,,6.7,,16.4,
2000-03-11,,3,0.2,,11,,2.6,,,,,,,,2000,7.807,,6.69,,17.2,
2000-03-12,,3,0.2,,9.2,,2.6,,,,,,,4,2000,6.193,,6.57,,17.3,
2000-03-13,,3,,,,,2.6,,,,,,,4,2000,5.423,,6.76,,17.3,
2000-03-14,,3,,,,,2.6,,,,,,,3.3,2000,5.722,,6.72,,17.6,
2000-03-15,,3,,,,,2.6,,,,,,,,2000,4.862,,6.84,,17.8,
2000-03-16,,3,,,,,2.6,,,,,,,,2000,5.44,,6.88,,17.4,
2000-03-17,,3,,,,,2.6,,,,,,,,2000,3.528,,6.65,,16.8,
2000-03-18,,3,,,,,2.6,,,,,,,,2000,4.136,,6.86,,18.2,
2000-03-19,,3,0.34,,16,,2.6,,,,,,,2.2,2000,4.665,,6.8,,18.9,
2000-03-20,,3,0.36,,15,,2.6,,,,,,,2.9,2000,4.584,,6.89,,17.8,
2000-03-21,,3,,,,,2.6,,,,,,,2.1,2000,4.105,,6.69,,19.2,
2000-03-22,,3,,,,,2.6,,,,,,,,2000,3.879,,6.88,,18.7,
2000-03-23,,3,,,,,2.6,,,,,,,,2000,4.342,,6.96,,18,
2000-03-24,,3,,,,,2.6,,,,,,,,2000,3.322,,6.99,,17.3,
2000-03-25,,3,,,,,2.6,,,,,,,,2000,3.562,,6.91,,18.9,
2000-03-26,,3,0.22,,17,,2.6,,,,,,,2.8,2000,4.401,,6.88,,19.2,
2000-03-27,,3,0.2,,20,,2.6,,,,,,,5.8,2000,3.608,,6.91,,18.1,
2000-03-28,,3,,,,,2.6,,,,,,,3.7,2000,3.13,,6.94,,18,
2000-03-29,,3,,,,,2.6,,,,,,,,2000,4.274,,6.9,,17.8,
2000-03-30,,3,,,,,2.6,,,,,,,,2000,2.75,,6.97,,17.9,
2000-03-31,,3,,,,,2.6,,,,,,,,2000,3.977,,7.01,,19.5,
2000-04-01,,4,,,,,2.6,,,,,,,,2000,3.775,,6.93,,19.9,
2000-04-02,,4,,,,,2.6,,,,,,,6,2000,3.743,,7.08,,21.4,
2000-04-03,,4,0.56,,17,12,2.6,,,,,,,6.6,2000,3.011,0.4,6.89,,19.6,
2000-04-04,,4,,,,,2.6,,,,,,,5.1,2000,3.486,,6.97,,19.2,
2000-04-05,,4,,,,,2.6,,,,,,,,2000,3.474,,6.85,,19.9,
2000-04-06,,4,,,,,2.6,,,,,,,,2000,2.824,,6.89,,19.5,
2000-04-07,,4,,,,,2.6,,,,,,,,2000,3.699,,6.89,,19.5,
2000-04-08,,4,,,,,2.6,,,,,,,,2000,3.411,,7.08,,20.2,
2000-04-09,,4,,,,,2.6,,,,,,,6.8,2000,3.189,,7.11,,19.8,
2000-04-10,,4,0.28,,20,,2.6,,,,,,,8.7,2000,3.449,,6.9,,19.5,
2000-04-11,,4,,,,,2.6,,,,,,,6.8,2000,4.281,,7.04,,18.9,
2000-04-12,,4,,,,,2.6,,,,,,,,2000,3.351,,6.8,,20.3,
2000-04-13,,4,,,,,2.6,,,,,,,,2000,3.584,,6.82,,19.5,
2000-04-14,,4,,,,,2.6,,,,,,,,2000,3.905,,6.82,,18.7,
2000-04-15,,4,,,,,2.6,,,,,,,,2000,3.133,,6.95,,20.1,
2000-04-16,,4,,,,,2.6,,,,,,,3,2000,5.29,,6.7,,20.1,
2000-04-17,,4,0.32,,16,,2.6,,,,,,,4,2000,7.658,,6.69,,19.2,
2000-04-18,,4,,,,,2.6,,,,,,,6.2,2000,4.302,,6.66,,18.1,
2000-04-19,,4,,,,,2.6,,,,,,,,2000,4.7,,6.84,,18.4,
2000-04-20,,4,,,,,2.6,,,,,,,,2000,3.823,,6.91,,19.4,
2000-04-21,,4,,,,,2.6,,,,,,,,2000,4.036,,6.84,,19,
2000-04-22,,4,,,,,2.6,,,,,,,,2000,3.439,,6.83,,19.2,
2000-04-23,,4,,,,,2.6,,,,,,,2.8,2000,3.789,,6.99,,17.5,
2000-04-24,,4,0.25,,14,,2.6,,,,,,,3.3,2000,3.469,,6.71,,19.4,
2000-04-25,,4,,,,,2.6,,,,,,,4.6,2000,3.993,,6.82,,18.6,
2000-04-26,,4,,,,,2.6,,,,,,,,2000,2.954,,6.53,,18.9,
2000-04-27,,4,,,,,2.6,,,,,,,,2000,3.422,,6.71,,19,
2000-04-28,,4,,,,,2.6,,,,,,,,2000,3.267,,6.73,,18.6,
2000-04-29,,4,,,,,2.6,,,,,,,,2000,2.94,,6.78,,19.8,
2000-04-30,,4,,,,,2.6,,,,,,,2.4,2000,3.297,,6.71,,19.8,
2000-05-01,,5,0.36,,19,11,2.6,,,,,,,5.4,2000,3.295,0.4,6.8,,19.3,
2000-05-02,,5,,,,,2.6,,,,,,,3.8,2000,3.154,,6.87,,20.2,
2000-05-03,,5,,,,,2.6,,,,,,,,2000,3.095,,6.93,,19.4,
2000-05-04,,5,,,,,2.6,,,,,,,,2000,3.297,,6.82,,19.9,
2000-05-05,,5,,,,,2.6,,,,,,,,2000,3.184,,6.82,,20.3,
2000-05-06,,5,,,,,2.6,,,,,,,,2000,3.224,,6.83,,20.6,
2000-05-07,,5,,,,,2.6,,,,,,,2.6,2000,3.681,,6.79,,19.6,
2000-05-08,,5,0.38,,16,,2.6,,,,,,,3.5,2000,3.858,,6.71,,20.1,
2000-05-09,,5,,,,,2.6,,,,,,,1.8,2000,2.993,,6.81,,20,
2000-05-10,,5,,,,,2.6,,,,,,,,2000,3.348,,6.9,,19.6,
2000-05-11,,5,,,,,2.6,,,,,,,,2000,3.195,,6.88,,21.2,
2000-05-12,,5,,,,,2.6,,,,,,,,2000,2.881,,6.9,,19.4,
2000-05-13,,5,,,,,2.6,,,,,,,,2000,3.41,,6.9,,20,
2000-05-14,,5,,,,,2.6,,,,,,,2.5,2000,3.737,,6.87,,20.4,
2000-05-15,,5,0.25,,16,,2.6,,,,,,,3.8,2000,4.604,,6.91,,20,
2000-05-16,,5,,,,,2.6,,,,,,,2.8,2000,3.09,,6.81,,20,
2000-05-17,,5,,,,,2.6,,,,,,,,2000,3.557,,6.98,,20.2,
2000-05-18,,5,,,,,2.6,,,,,,,,2000,3.028,,6.89,,20.4,
2000-05-19,,5,,,,,2.6,,,,,,,,2000,2.968,,6.8,,21.4,
2000-05-20,,5,,,,,2.6,,,,,,,,2000,3.54,,6.79,,21.3,
2000-05-21,,5,,,,,2.6,,,,,,,1.8,2000,2.802,,6.71,,22.5,
2000-05-22,,5,0.2,,13,,2.6,,,,,,,1.8,2000,3.173,,6.87,,20.8,
2000-05-23,,5,,,,,2.6,,,,,,,3.1,2000,2.426,,6.91,,21.2,
2000-05-24,,5,,,,,2.6,,,,,,,,2000,2.893,,7.01,,21.7,
2000-05-25,,5,,,,,2.6,,,,,,,,2000,2.532,,6.91,,21.2,
2000-05-26,,5,,,,,2.6,,,,,,,,2000,2.844,,6.84,,23.4,
2000-05-27,,5,,,,,2.6,,,,,,,,2000,2.526,,6.82,,22.1,
2000-05-28,,5,,,,,2.6,,,,,,,,2000,3.461,,6.75,,22,
2000-05-29,,5,,,,,2.6,,,,,,,2.6,2000,3.312,,6.72,,19.9,
2000-05-30,,5,0.57,,20,,2.6,,,,,,,4.1,2000,3.164,,6.81,,21.6,
2000-05-31,,5,,,,,2.6,,,,,,,2.1,2000,2.489,,6.61,,21.6,
2000-06-01,,6,,,,,2.6,,,,,,,,2000,3.521,,6.9,,21.7,
2000-06-02,,6,,,,,2.6,,,,,,,,2000,2.965,,7,,21.2,
2000-06-03,,6,,,,,2.6,,,,,,,,2000,2.786,,6.8,,22,
2000-06-04,,6,,,,,2.6,,,,,,,5,2000,3.154,,6.7,,21.4,
2000-06-05,,6,0.28,,19,13,2.6,,,,,,,4,2000,3.438,0.4,6.7,,21.4,
2000-06-06,,6,,,,,2.6,,,,,,,4,2000,2.885,,6.7,,21.8,
2000-06-07,,6,,,,,2.6,,,,,,,,2000,2.589,,6.7,,21.8,
2000-06-08,,6,,,,,2.6,,,,,,,,2000,2.763,,6.9,,21.7,
2000-06-09,,6,,,,,2.6,,,,,,,,2000,2.96,,7,,20.5,
2000-06-10,,6,,,,,2.6,,,,,,,,2000,3.025,,6.9,,22.7,
2000-06-11,,6,,,,,2.6,,,,,,,6,2000,2.087,,7,,23.2,
2000-06-12,,6,0.32,,18,,2.6,,,,,,,3,2000,3.469,,6.9,,22.2,
2000-06-13,,6,,,,,2.6,,,,,,,5,2000,2.724,,7,,21.5,
2000-06-14,,6,,,,,2.6,,,,,,,,2000,2.777,,7,,23.3,
2000-06-15,,6,,,,,2.6,,,,,,,,2000,2.7,,7.1,,23.6,
2000-06-16,,6,,,,,2.6,,,,,,,,2000,2.987,,7,,23.2,
2000-06-17,,6,,,,,2.6,,,,,,,,2000,2.861,,7,,22.7,
2000-06-18,,6,,,,,2.6,,,,,,96,5,2000,2.953,,6.9,,20.8,
2000-06-19,,6,0.2,,11,,2.6,,,,,,,5,2000,2.73,,7,,22.4,
2000-06-20,,6,,,,,2.6,,,,,,,3,2000,2.57,,6.9,,21.6,
2000-06-21,,6,,,,,2.6,,,,,,,,2000,3.265,,7,,23.2,
2000-06-22,,6,,,,,2.6,,,,,,,,2000,3.17,,7,,22.8,
2000-06-23,,6,,,,,2.6,,,,,,,,2000,2.656,,7.1,,22.5,
2000-06-24,,6,,,,,2.6,,,,,,,,2000,2.568,,6.7,,22.5,
2000-06-25,,6,,,,,2.6,,,,,,,2,2000,2.914,,6.7,,22.3,
2000-06-26,,6,0.25,,12,,2.6,,,,,,,3,2000,2.969,,6.8,,22.5,
2000-06-27,,6,,,,,2.6,,,,,,,6,2000,2.441,,6.9,,22.5,
2000-06-28,,6,,,,,2.6,,,,,,,,2000,3.139,,7,,20.6,
2000-06-29,,6,,,,,2.6,,,,,,,,2000,2.685,,6.9,,19.5,
2000-06-30,,6,,,,,2.6,,,,,,,,2000,2.988,,6.9,,21.7,
2000-07-01,,7,,,,,2.6,,,,,,,,2000,2.94,,6.7,,21.5,
2000-07-02,,7,,,,,2.6,,,,,,,,2000,2.512,,6.7,,23.7,
2000-07-03,,7,,,,,2.6,,,,,,,,2000,2.849,,6.7,,23.1,
2000-07-04,,7,,,,,2.6,,,,,,,3,2000,2.444,,6.6,,23.1,
2000-07-05,,7,0.39,,12,,2.6,,,,,,,1,2000,2.941,,6.6,,22.8,
2000-07-06,,7,,,,,2.6,,,,,,,3,2000,2.612,,6.7,,22.7,
2000-07-07,,7,,,,,2.6,,,,,,,,2000,2.726,,6.9,,22.5,
2000-07-08,,7,,,,,2.6,,,,,,,,2000,3.095,,6.9,,23,
2000-07-09,,7,,,,,2.6,,,,,,,4,2000,2.601,,7.1,,23.8,
2000-07-10,,7,0.35,,13,12,2.6,,,,,,,3,2000,3.162,0.4,6.9,,21.9,
2000-07-11,,7,,,,,2.6,,,,,,,3,2000,2.436,,7,,22.4,
2000-07-12,,7,,,,,2.6,,,,,,,,2000,3.06,,7.1,,22.1,
2000-07-13,,7,,,,,2.6,,,,,,,,2000,2.442,,7,,21.9,
2000-07-14,,7,,,,,2.6,,,,,,,,2000,2.658,,7,,22.5,
2000-07-15,,7,,,,,2.6,,,,,,,,2000,2.512,,6.7,,23.4,
2000-07-16,,7,,,,,2.6,,,,,,,2,2000,2.78,,6.8,,23.9,
2000-07-17,,7,,,,,2.6,,,,,,,3,2000,3.248,,6.9,,23.3,
2000-07-18,,7,,,,,2.6,,,,,,,3,2000,2.399,,6.7,,22.5,
2000-07-19,,7,,,,,2.6,,,,,,,,2000,2.59,,6.7,,21.9,
2000-07-20,,7,,,,,2.6,,,,,,,,2000,1.769,,6.9,,22.1,
2000-07-21,,7,,,,,2.6,,,,,,,,2000,2.68,,6.7,,23,
2000-07-22,,7,,,,,2.6,,,,,,,,2000,3.338,,6.9,,23.6,
2000-07-23,,7,,,,,2.6,,,,,,,2,2000,2.31,,6.9,,23.2,
2000-07-24,,7,,,,,2.6,,,,,,,2,2000,3.224,,6.9,,23.1,
2000-07-25,,7,,,,,2.6,,,,,,,2,2000,2.476,,6.8,,22.3,
2000-07-26,,7,,,,,2.6,,,,,,,,2000,2.444,,6.9,,21.9,
2000-07-27,,7,,,,,2.6,,,,,,,,2000,3.218,,7.1,,23.7,
2000-07-28,,7,,,,,2.6,,,,,,,,2000,3.403,,6.9,,23.2,
2000-07-29,,7,,,,,2.6,,,,,,,,2000,2.422,,6.8,,24.1,
2000-07-30,,7,,,,,2.6,,,,,,,1,2000,2.308,,6.9,,24.9,
2000-07-31,,7,,,,,2.6,,,,,,,1,2000,3.156,,6.7,,24.5,
2000-08-01,,8,,,,,2.6,,,,,,,1.2,2000,2.962,,6.8,,23.4,
2000-08-02,,8,,,,,2.6,,,,,,,,2000,2.173,,6.8,,24.8,
2000-08-03,,8,0.32,,4,9.4,2.6,,,,,,,,2000,2.915,0.4,6.9,,22.9,
2000-08-04,,8,,,,,2.6,,,,,,,,2000,2.616,,6.8,,24,
2000-08-05,,8,,,,,2.6,,,,,,,,2000,3.038,,7,,25.1,
2000-08-06,,8,,,,,2.6,,,,,,,1.8,2000,2.533,,6.9,,24.4,
2000-08-07,,8,0.2,,10,,2.6,,,,,,,1,2000,2.977,,6.8,,23.7,
2000-08-08,,8,,,,,2.6,,,,,,,2.1,2000,2.507,,6.7,,23.1,
2000-08-09,,8,,,,,2.6,,,,,,,,2000,2.787,,6.9,,23.3,
2000-08-10,,8,,,,,2.6,,,,,,,,2000,2.49,,6.8,,23.7,
2000-08-11,,8,,,,,2.6,,,,,,,,2000,2.853,,6.8,,22.9,
2000-08-12,,8,,,,,2.6,,,,,,,,2000,2.529,,6.7,,23.9,
2000-08-13,,8,,,,,2.6,,,,,,,1.6,2000,2.766,,6.8,,22.8,
2000-08-14,,8,0.26,,16,,2.6,,,,,,,1.3,2000,1.967,,6.7,,23.8,
2000-08-15,,8,,,,,2.6,,,,,,,2,2000,2.253,,6.9,,22.5,
2000-08-16,,8,,,,,2.6,,,,,,,,2000,2.436,,6.7,,23.6,
2000-08-17,,8,,,,,2.6,,,,,,,,2000,3.166,,6.9,,23.1,
2000-08-18,,8,,,,,2.6,,,,,,,,2000,2.237,,6.9,,23.1,
2000-08-19,,8,,,,,2.6,,,,,,,,2000,3.065,,6.8,,23.2,
2000-08-20,,8,,,,,2.6,,,,,,,1.7,2000,2.265,,6.7,,22.9,
2000-08-21,,8,0.4,,11,,2.6,,,,,,,1,2000,2.817,,6.8,,23.7,
2000-08-22,,8,,,,,2.6,,,,,,,1.6,2000,2.675,,6.8,,23.5,
2000-08-23,,8,,,,,2.6,,,,,,,,2000,3.02,,6.7,,23.5,
2000-08-24,,8,,,,,2.6,,,,,,,,2000,1.988,,6.7,,22.4,
2000-08-25,,8,,,,,2.6,,,,,,,,2000,2.268,,7,,23.2,
2000-08-26,,8,,,,,2.6,,,,,,,,2000,3.028,,6.6,,21.7,
2000-08-27,,8,,,,,2.6,,,,,,,1.4,2000,3.485,,6.7,,22.6,
2000-08-28,,8,0.46,,13,,2.6,,,,,,,3,2000,3.127,,6.5,,23.4,
2000-08-29,,8,,,,,2.6,,,,,,,2.3,2000,3.069,,6.7,,23.6,
2000-08-30,,8,,,,,2.6,,,,,,,,2000,3.073,,6.5,,22.8,
2000-08-31,,8,,,,,2.6,,,,,,,,2000,3.119,,6.6,,23.1,
2000-09-01,,9,,,,,2.6,,,,,,,,2000,2.383,,7,,23.3,
2000-09-02,,9,,,,,2.6,,,,,,,,2000,3.284,,6.6,,23.1,
2000-09-03,,9,,,,,2.6,,,,,,,,2000,2.736,,6.6,,22.8,
2000-09-04,,9,,,,,2.6,,,,,,,1.6,2000,2.796,,6.6,,21.3,
2000-09-05,,9,0.94,,18,10,2.6,,,,,,,1.8,2000,2.841,0.5,6.8,,22.4,
2000-09-06,,9,,,,,2.6,,,,,,,1.6,2000,3.352,,6.5,,23.4,
2000-09-07,,9,,,,,2.6,,,,,,,,2000,2.39,,6.6,,24.2,
2000-09-08,,9,,,,,2.6,,,,,,,,2000,2.947,,6.8,,22.5,
2000-09-09,,9,,,,,2.6,,,,,,,,2000,2.84,,6.8,,23.6,
2000-09-10,,9,,,,,2.6,,,,,,,1,2000,2.887,,6.7,,23.8,
2000-09-11,,9,0.39,,6.8,,2.6,,,,,,,1.4,2000,3.472,,6.8,,22.9,
2000-09-12,,9,,,,,2.6,,,,,,,1,2000,2.768,,6.8,,23.7,
2000-09-13,,9,,,,,2.6,,,,,,,,2000,2.248,,6.8,,23.7,
2000-09-14,,9,,,,,2.6,,,,,,,,2000,1.402,,7.1,,23.8,
2000-09-15,,9,,,,,2.6,,,,,,,,2000,2.476,,6.9,,24.1,
2000-09-16,,9,,,,,2.6,,,,,,,,2000,2.328,,6.8,,24,
2000-09-17,,9,,,,,2.6,,,,,,,2,2000,1.871,,6.8,,24.5,
2000-09-18,,9,0.42,,5.2,,2.6,,,,,,,1.3,2000,2.559,,6.6,,24,
2000-09-19,,9,,,,,2.6,,,,,,,1.2,2000,2.36,,6.7,,24.3,
2000-09-20,,9,,,,,2.6,,,,,,,,2000,2.741,,6.7,,24,
2000-09-21,,9,,,,,2.6,,,,,,,,2000,3.311,,6.8,,24.3,
2000-09-22,,9,,,,,2.6,,,,,,,,2000,2.876,,6.8,,24.4,
2000-09-23,,9,,,,,2.6,,,,,,,,2000,3.262,,6.9,,24.4,
2000-09-24,,9,0.3,,17,,2.6,,,,,,,2,2000,3.245,,6.9,,23.8,
2000-09-25,,9,,,,,2.6,,,,,,,2.1,2000,3.088,,6.7,,24,
2000-09-26,,9,,,,,2.6,,,,,,,1.9,2000,2.495,,6.7,,24.8,
2000-09-27,,9,,,,,2.6,,,,,,,,2000,2.635,,6.7,,23.6,
2000-09-28,,9,,,,,2.6,,,,,,,,2000,2.534,,6.7,,23.5,
2000-09-29,,9,,,,,2.6,,,,,,,,2000,3.2,,6.6,,23.5,
2000-09-30,,9,,,,,2.6,,,,,,,,2000,3.173,,6.7,,24,
2000-10-01,,10,0.23,,8.7,14,2.6,,,,,,,3.4,2000,2.293,1,6.5,,24.3,
2000-10-02,,10,,,,,2.6,,,,,,,2.2,2000,2.696,,6.7,,23.3,
2000-10-03,,10,,,,,2.6,,,,,,,3.1,2000,2.977,,6.5,,23.9,
2000-10-04,,10,,,,,2.6,,,,,,,,2000,2.888,,6.6,,23.6,
2000-10-05,,10,,,,,2.6,,,,,,,,2000,2.694,,6.7,,23.4,
2000-10-06,,10,,,,,2.6,,,,,,,,2000,3.149,,6.6,,23.2,
2000-10-07,,10,,,,,2.6,,,,,,,,2000,3.215,,6.8,,22.8,
2000-10-08,,10,,,,,2.6,,,,,,,,2000,3.38,,6.8,,23.3,
2000-10-09,,10,,,,,2.6,,,,,,,9.6,2000,2.854,,6.7,,22.7,
2000-10-10,,10,0.35,,13,,2.6,,,,,,,5.1,2000,2.852,,6.7,,22.7,
2000-10-11,,10,,,,,2.6,,,,,,,2.5,2000,2.974,,6.7,,22.6,
2000-10-12,,10,,,,,2.6,,,,,,,,2000,2.78,,6.7,,22.6,
2000-10-13,,10,,,,,2.6,,,,,,,,2000,2.604,,6.6,,22.6,
2000-10-14,,10,,,,,2.6,,,,,,,,2000,2.978,,6.8,,22.9,
2000-10-15,,10,,,,,2.6,,,,,,,2.7,2000,2.715,,6.7,,22.6,
2000-10-16,,10,0.27,,17,,2.6,,,,,,,2.9,2000,2.797,,6.7,,23.4,
2000-10-17,,10,,,,,2.6,,,,,,,2.4,2000,2.769,,6.5,,22.9,
2000-10-18,,10,,,,,2.6,,,,,,,,2000,2.62,,6.7,,23,
2000-10-19,,10,,,,,2.6,,,,,,,,2000,2.34,,6.6,,22.6,
2000-10-20,,10,,,,,2.6,,,,,,,,2000,2.093,,6.7,,22.6,
2000-10-21,,10,,,,,2.6,,,,,,,,2000,2.091,,6.6,,21.8,
2000-10-22,,10,,,,,2.6,,,,,,,3.7,2000,2.1,,6.6,,21.8,
2000-10-23,,10,0.25,,15,,2.6,,,,,,,3.5,2000,3.222,,6.7,,19.4,
2000-10-24,,10,,,,,2.6,,,,,,,3.6,2000,0,,6.7,,21.8,
2000-10-25,,10,,,,,2.6,,,,,,,,2000,0,,,,,
2000-10-26,,10,,,,,2.6,,,,,,,,2000,0,,,,,
2000-10-27,,10,,,,,2.6,,,,,,,,2000,0,,,,,
2000-10-28,,10,,,,,2.6,,,,,,,,2000,2.998,,6.7,,20.9,
2000-10-29,,10,,,,,2.6,,,,,,,4.4,2000,2.361,,6.6,,21.8,
2000-10-30,,10,0.2,,14,,2.6,,,,,,,4.2,2000,2.504,,6.4,,22.1,
2000-10-31,,10,,,,,2.6,,,,,,,3.8,2000,2.219,,6.5,,21.5,
2000-11-01,,11,,,,,2.6,,,,,,,,2000,2.908,,6.5,,22,
2000-11-02,,11,,,,,2.6,,,,,,,,2000,2.674,,6.6,,22,
2000-11-03,,11,,,,,2.6,,,,,,,,2000,3.189,,6.8,,22,
2000-11-04,,11,,,,,2.6,,,,,,,,2000,3.857,,6.8,,22,
2000-11-05,,11,,,,,2.6,,,,,,,3.2,2000,4.54,,6.7,,22,
2000-11-06,,11,0.28,,13,12,2.6,,,,,,,2.6,2000,4.791,0.6,6.6,,21,
2000-11-07,,11,,,,,2.6,,,,,,,2.7,2000,5.018,,6.6,,21,
2000-11-08,,11,,,,,2.6,,,,,,,,2000,5.129,,6.6,,20,
